marathon,marathon_name,state_id,city,finishers,mean_time,lat,lng,elevation_m,date,month,day,year
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1808,249.22,43.0642,-87.9673,218.13,2004-10-04,10,4,2004
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1878,254.96,43.0642,-87.9673,218.13,2005-10-04,10,4,2005
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1908,255.96,43.0642,-87.9673,218.13,2006-10-04,10,4,2006
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1671,275.35,43.0642,-87.9673,218.13,2007-10-04,10,4,2007
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1925,254.75,43.0642,-87.9673,218.13,2008-10-04,10,4,2008
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1885,252.4,43.0642,-87.9673,218.13,2009-10-04,10,4,2009
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,1904,252.21,43.0642,-87.9673,218.13,2010-10-04,10,4,2010
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,4154,258,43.0642,-87.9673,218.13,2011-10-04,10,4,2011
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,2112,255.61,43.0642,-87.9673,218.13,2012-10-04,10,4,2012
Lakefront Marathon,Lakefront Marathon,WI,Milwaukee,2158,256.36,43.0642,-87.9673,218.13,2013-10-04,10,4,2013
"Land Between the
  Lakes Marathon",Land Between the Lakes Marathon,KY,Grand Rivers,105,332.41,37.005,-88.233,123.41,2011-03-14,3,14,2011
"Land Between the
  Lakes Marathon",Land Between the Lakes Marathon,KY,Grand Rivers,151,316.14,37.005,-88.233,123.41,2012-03-14,3,14,2012
"Land Between the
  Lakes Marathon",Land Between the Lakes Marathon,KY,Grand Rivers,161,316.38,37.005,-88.233,123.41,2013-03-14,3,14,2013
Last Chance Marathon,Last Chance Marathon,WA,Bellingham,22,276.67,48.7543,-122.4687,110.86,2005-12-31,12,31,2005
Last Chance Marathon,Last Chance Marathon,WA,Bellingham,39,265.05,48.7543,-122.4687,110.86,2008-12-31,12,31,2008
Last Chance Marathon,Last Chance Marathon,WA,Bellingham,74,297.39,48.7543,-122.4687,110.86,2010-12-31,12,31,2010
Last Chance Marathon,Last Chance Marathon,WA,Bellingham,74,286.19,48.7543,-122.4687,110.86,2011-12-31,12,31,2011
Last Chance Marathon,Last Chance Marathon,WA,Bellingham,75,291.21,48.7543,-122.4687,110.86,2013-12-31,12,31,2013
Layton Marathon,Layton Marathon,NE,Syracuse,296,270.69,40.6635,-96.1827,316.96,2010-10-10,10,10,2010
Layton Marathon,Layton Marathon,NE,Syracuse,237,270.41,40.6635,-96.1827,316.96,2011-10-10,10,10,2011
Layton Marathon,Layton Marathon,NE,Syracuse,152,274.45,40.6635,-96.1827,316.96,2012-10-10,10,10,2012
Layton Marathon,Layton Marathon,NE,Syracuse,121,284.22,40.6635,-96.1827,316.96,2013-10-10,10,10,2013
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,80,280.03,44.4912,-103.8167,1427.91,2005-08-23,8,23,2005
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,132,286.17,44.4912,-103.8167,1427.91,2006-08-23,8,23,2006
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,101,282.75,44.4912,-103.8167,1427.91,2007-08-23,8,23,2007
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,97,286.07,44.4912,-103.8167,1427.91,2008-08-23,8,23,2008
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,91,278.33,44.4912,-103.8167,1427.91,2009-08-23,8,23,2009
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,124,274.31,44.4912,-103.8167,1427.91,2010-08-23,8,23,2010
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,155,290.22,44.4912,-103.8167,1427.91,2011-08-23,8,23,2011
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,131,285.5,44.4912,-103.8167,1427.91,2012-08-23,8,23,2012
"LEADING LADIES'
  MARATHON",LEADING LADIES' MARATHON,SD,Spearfish,155,269.35,44.4912,-103.8167,1427.91,2013-08-23,8,23,2013
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,128,372.27,39.2467,-106.2935,3204.02,2001-06-13,6,13,2001
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,192,364.43,39.2467,-106.2935,3204.02,2002-06-13,6,13,2002
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,221,370.2,39.2467,-106.2935,3204.02,2003-06-13,6,13,2003
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,217,370.54,39.2467,-106.2935,3204.02,2004-06-13,6,13,2004
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,238,378.81,39.2467,-106.2935,3204.02,2005-06-13,6,13,2005
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,238,374.22,39.2467,-106.2935,3204.02,2006-06-13,6,13,2006
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,318,378.91,39.2467,-106.2935,3204.02,2007-06-13,6,13,2007
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,244,390.63,39.2467,-106.2935,3204.02,2008-06-13,6,13,2008
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,267,374.46,39.2467,-106.2935,3204.02,2009-06-13,6,13,2009
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,327,376.82,39.2467,-106.2935,3204.02,2010-06-13,6,13,2010
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,348,384.13,39.2467,-106.2935,3204.02,2011-06-13,6,13,2011
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,509,378.08,39.2467,-106.2935,3204.02,2012-06-13,6,13,2012
"Leadville Trail
  Marathon",Leadville Trail Marathon,CO,Leadville,488,380.74,39.2467,-106.2935,3204.02,2013-06-13,6,13,2013
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,69,258.51,47.5948,-120.6633,1242.43,2005-10-03,10,3,2005
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,49,253.44,47.5948,-120.6633,1242.43,2006-10-03,10,3,2006
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,86,244.58,47.5948,-120.6633,1242.43,2007-10-03,10,3,2007
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,109,274.17,47.5948,-120.6633,1242.43,2008-10-03,10,3,2008
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,87,267.92,47.5948,-120.6633,1242.43,2009-10-03,10,3,2009
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,115,278.11,47.5948,-120.6633,1242.43,2010-10-03,10,3,2010
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,158,262.21,47.5948,-120.6633,1242.43,2011-10-03,10,3,2011
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,220,260.06,47.5948,-120.6633,1242.43,2012-10-03,10,3,2012
"Leavenworth
  Oktoberfest Marathon",Leavenworth Oktoberfest Marathon,WA,Leavenworth,203,261.17,47.5948,-120.6633,1242.43,2013-10-03,10,3,2013
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,138,241.47,47.4898,-121.7738,567.93,2008-06-14,6,14,2008
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,53,268.61,47.4898,-121.7738,567.93,2009-06-14,6,14,2009
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,70,283.56,47.4898,-121.7738,567.93,2010-06-14,6,14,2010
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,287,265.83,47.4898,-121.7738,567.93,2011-06-14,6,14,2011
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,351,259.87,47.4898,-121.7738,567.93,2012-06-14,6,14,2012
"Light at the End of
  the Tunnel Marathon",Light at the End of the Tunnel Marathon,WA,North Bend,390,257.83,47.4898,-121.7738,567.93,2013-06-14,6,14,2013
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,978,249.88,46.7677,-100.69970000000001,570.99,2000-05-03,5,3,2000
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,805,245.73,46.7677,-100.69970000000001,570.99,2001-05-03,5,3,2001
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,937,249.44,46.7677,-100.69970000000001,570.99,2002-05-03,5,3,2002
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,785,249.55,46.7677,-100.69970000000001,570.99,2003-05-03,5,3,2003
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,871,244.39,46.7677,-100.69970000000001,570.99,2004-05-03,5,3,2004
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,905,244.57,46.7677,-100.69970000000001,570.99,2005-05-03,5,3,2005
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,974,246.51,46.7677,-100.69970000000001,570.99,2006-05-03,5,3,2006
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1075,249.77,46.7677,-100.69970000000001,570.99,2007-05-03,5,3,2007
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1170,252.09,46.7677,-100.69970000000001,570.99,2008-05-03,5,3,2008
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1142,255.21,46.7677,-100.69970000000001,570.99,2009-05-03,5,3,2009
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1154,251.89,46.7677,-100.69970000000001,570.99,2010-05-03,5,3,2010
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1192,245.72,46.7677,-100.69970000000001,570.99,2011-05-03,5,3,2011
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1171,259.2,46.7677,-100.69970000000001,570.99,2012-05-03,5,3,2012
Lincoln Marathon,Lincoln Marathon,ND,Lincoln,1458,250.46,46.7677,-100.69970000000001,570.99,2013-05-03,5,3,2013
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,86,253.43,46.5801,-90.8715,257.74,2008-11-01,11,1,2008
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,143,252.56,46.5801,-90.8715,257.74,2009-11-01,11,1,2009
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,171,257.5,46.5801,-90.8715,257.74,2010-11-01,11,1,2010
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,366,259.07,46.5801,-90.8715,257.74,2011-11-01,11,1,2011
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,143,261.61,46.5801,-90.8715,257.74,2012-11-01,11,1,2012
"Lithia Loop Trail
  Marathon",Lithia Loop Trail Marathon,WI,Ashland,129,264.41,46.5801,-90.8715,257.74,2013-11-01,11,1,2013
Little Grand Canyon,Little Grand Canyon,UT,Price,119,281.49,39.604,-110.8004,1802.68,2008-09-27,9,27,2008
Little Grand Canyon,Little Grand Canyon,UT,Price,95,289.85,39.604,-110.8004,1802.68,2009-09-27,9,27,2009
Little Grand Canyon,Little Grand Canyon,UT,Price,121,291.95,39.604,-110.8004,1802.68,2010-09-27,9,27,2010
Little Grand Canyon,Little Grand Canyon,UT,Price,105,301.9,39.604,-110.8004,1802.68,2011-09-27,9,27,2011
Little Grand Canyon,Little Grand Canyon,UT,Price,69,298.64,39.604,-110.8004,1802.68,2012-09-27,9,27,2012
Little Grand Canyon,Little Grand Canyon,UT,Price,45,302.41,39.604,-110.8004,1802.68,2013-09-27,9,27,2013
Little Rock Marathon,Little Rock Marathon,AR,Little Rock,2072,301.45,34.7255,-92.358,127.65,2012-03-01,3,1,2012
Little Rock Marathon,Little Rock Marathon,AR,Little Rock,2446,299.8,34.7255,-92.358,127.65,2013-03-01,3,1,2013
Logan View Raider Run,Logan View Raider Run,NE,Hooper,77,329.08,41.6117,-96.5485,363.69,2012-08-22,8,22,2012
Logan View Raider Run,Logan View Raider Run,NE,Hooper,54,303.48,41.6117,-96.5485,363.69,2013-08-22,8,22,2013
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,227,254.52,33.3985,-111.5351,549.78,2002-02-16,2,16,2002
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,313,264.46,33.3985,-111.5351,549.78,2003-02-16,2,16,2003
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,233,254.91,33.3985,-111.5351,549.78,2004-02-16,2,16,2004
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,272,261.53,33.3985,-111.5351,549.78,2005-02-16,2,16,2005
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,382,256.34,33.3985,-111.5351,549.78,2006-02-16,2,16,2006
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,347,268.46,33.3985,-111.5351,549.78,2007-02-16,2,16,2007
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,332,259.95,33.3985,-111.5351,549.78,2008-02-16,2,16,2008
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,368,260.43,33.3985,-111.5351,549.78,2009-02-16,2,16,2009
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,471,267.59,33.3985,-111.5351,549.78,2010-02-16,2,16,2010
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,544,262.51,33.3985,-111.5351,549.78,2011-02-16,2,16,2011
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,526,262.89,33.3985,-111.5351,549.78,2012-02-16,2,16,2012
"Lost Dutchman
  Marathon",Lost Dutchman Marathon,AZ,Apache Junction,382,269.58,33.3985,-111.5351,549.78,2013-02-16,2,16,2013
Louisiana Marathon,Louisiana Marathon,LA,Baton Rouge,637,266.29,30.4419,-91.131,10.13,2012-01-17,1,17,2012
Louisiana Marathon,Louisiana Marathon,LA,Baton Rouge,931,270.78,30.4419,-91.131,10.13,2013-01-17,1,17,2013
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,100,261.14,38.1483,-76.5201,26.03,2005-03-08,3,8,2005
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,129,247.71,38.1483,-76.5201,26.03,2006-03-08,3,8,2006
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,177,261.27,38.1483,-76.5201,26.03,2007-03-08,3,8,2007
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,123,256.38,38.1483,-76.5201,26.03,2008-03-08,3,8,2008
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,159,255.16,38.1483,-76.5201,26.03,2009-03-08,3,8,2009
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,119,255.98,38.1483,-76.5201,26.03,2010-03-08,3,8,2010
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,165,247.57,38.1483,-76.5201,26.03,2011-03-08,3,8,2011
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,178,244.33,38.1483,-76.5201,26.03,2012-03-08,3,8,2012
"Lower Potomac River
  Marathon",Lower Potomac River Marathon,MD,Piney Point,173,248.79,38.1483,-76.5201,26.03,2013-03-08,3,8,2013
Madison Marathon,Madison Marathon (MT),TX,Ennis,698,245.05,32.3239,-96.6377,156.71,2000-07-18,7,18,2000
Madison Marathon,Madison Marathon (MT),TX,Ennis,828,257.59,32.3239,-96.6377,156.71,2002-07-18,7,18,2002
Madison Marathon,Madison Marathon (MT),TX,Ennis,877,254.46,32.3239,-96.6377,156.71,2003-07-18,7,18,2003
Madison Marathon,Madison Marathon (MT),TX,Ennis,938,246.29,32.3239,-96.6377,156.71,2004-07-18,7,18,2004
Madison Marathon,Madison Marathon (MT),TX,Ennis,994,251.98,32.3239,-96.6377,156.71,2005-07-18,7,18,2005
Madison Marathon,Madison Marathon (MT),TX,Ennis,777,264.49,32.3239,-96.6377,156.71,2006-07-18,7,18,2006
Madison Marathon,Madison Marathon (MT),TX,Ennis,1032,247.34,32.3239,-96.6377,156.71,2007-07-18,7,18,2007
Madison Marathon,Madison Marathon (MT),TX,Ennis,1194,252.15,32.3239,-96.6377,156.71,2008-07-18,7,18,2008
Madison Marathon,Madison Marathon (MT),TX,Ennis,1543,254.07,32.3239,-96.6377,156.71,2009-07-18,7,18,2009
Madison Marathon,Madison Marathon (MT),TX,Ennis,1395,269.05,32.3239,-96.6377,156.71,2010-07-18,7,18,2010
Madison Marathon,Madison Marathon (MT),TX,Ennis,1338,258.63,32.3239,-96.6377,156.71,2011-07-18,7,18,2011
Madison Marathon,Madison Marathon (MT),TX,Ennis,68,324.17,32.3239,-96.6377,156.71,2012-07-18,7,18,2012
Madison Marathon,Madison Marathon (MT),TX,Ennis,1362,259.48,32.3239,-96.6377,156.71,2013-07-18,7,18,2013
Maine Coast Marathon,Space Coast Marathon,FL,Cocoa,262,249.61,28.382,-80.7674,10.63,2013-11-29,11,29,2013
Mankato Marathon,Montana Marathon,OK,Billings,579,254.95,36.5313,-97.4342,319.6,2010-09-20,9,20,2010
Mankato Marathon,Montana Marathon,OK,Billings,499,253.91,36.5313,-97.4342,319.6,2011-09-20,9,20,2011
Mankato Marathon,Montana Marathon,OK,Billings,483,263.38,36.5313,-97.4342,319.6,2012-09-20,9,20,2012
Mankato Marathon,Montana Marathon,OK,Billings,485,254.65,36.5313,-97.4342,319.6,2013-09-20,9,20,2013
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,20,267.02,24.7262,-81.0376,52.24,2003-10-24,10,24,2003
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,51,253.15,24.7262,-81.0376,52.24,2004-10-24,10,24,2004
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,53,268.2,24.7262,-81.0376,52.24,2005-10-24,10,24,2005
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,57,265.18,24.7262,-81.0376,52.24,2006-10-24,10,24,2006
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,65,273.47,24.7262,-81.0376,52.24,2007-10-24,10,24,2007
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,49,276.9,24.7262,-81.0376,52.24,2008-10-24,10,24,2008
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,61,287.65,24.7262,-81.0376,52.24,2009-10-24,10,24,2009
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,99,285.24,24.7262,-81.0376,52.24,2011-10-24,10,24,2011
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,76,281.68,24.7262,-81.0376,52.24,2012-10-24,10,24,2012
Marathon 2 Marathon,Marathon 2 Marathon,FL,Marathon,68,254.42,24.7262,-81.0376,52.24,2013-10-24,10,24,2013
Marathon de Taos,Marathon de Taos,NM,Taos,87,255.97,36.3871,-105.5803,2436.95,2000-06-07,6,7,2000
Marathon de Taos,Marathon de Taos,NM,Taos,78,265.31,36.3871,-105.5803,2436.95,2001-06-07,6,7,2001
Marathon de Taos,Marathon de Taos,NM,Taos,87,255.86,36.3871,-105.5803,2436.95,2002-06-07,6,7,2002
Marathon de Taos,Marathon de Taos,NM,Taos,72,258.98,36.3871,-105.5803,2436.95,2003-06-07,6,7,2003
Marathon de Taos,Marathon de Taos,NM,Taos,48,267.25,36.3871,-105.5803,2436.95,2004-06-07,6,7,2004
Marathon de Taos,Marathon de Taos,NM,Taos,22,271.42,36.3871,-105.5803,2436.95,2012-06-07,6,7,2012
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,14716,256.07,38.9047,-77.0163,43.82,1995-10-25,10,25,1995
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,15106,267.44,38.9047,-77.0163,43.82,1996-10-25,10,25,1996
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,13847,260.89,38.9047,-77.0163,43.82,1997-10-25,10,25,1997
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,13179,281.07,38.9047,-77.0163,43.82,1998-10-25,10,25,1998
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,14271,280.05,38.9047,-77.0163,43.82,1999-10-25,10,25,1999
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,17001,284.72,38.9047,-77.0163,43.82,2000-10-25,10,25,2000
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,14206,278.54,38.9047,-77.0163,43.82,2001-10-25,10,25,2001
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,14101,281.58,38.9047,-77.0163,43.82,2002-10-25,10,25,2002
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,15966,288.93,38.9047,-77.0163,43.82,2003-10-25,10,25,2003
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,16424,297.35,38.9047,-77.0163,43.82,2004-10-25,10,25,2004
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,18848,289.6,38.9047,-77.0163,43.82,2005-10-25,10,25,2005
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,20913,284.17,38.9047,-77.0163,43.82,2006-10-25,10,25,2006
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,20625,281.2,38.9047,-77.0163,43.82,2007-10-25,10,25,2007
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,18237,280.56,38.9047,-77.0163,43.82,2008-10-25,10,25,2008
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,21405,281.23,38.9047,-77.0163,43.82,2009-10-25,10,25,2009
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,21948,284.23,38.9047,-77.0163,43.82,2010-10-25,10,25,2010
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,21023,283.26,38.9047,-77.0163,43.82,2011-10-25,10,25,2011
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,23515,286.09,38.9047,-77.0163,43.82,2012-10-25,10,25,2012
Marine Corps Marathon,Marine Corps Marathon,DC,Washington,23478,284.25,38.9047,-77.0163,43.82,2013-10-25,10,25,2013
Marquette Marathon,Marquette Marathon,WI,Marquette,163,246.89,43.7464,-89.1384,272.1,2011-09-05,9,5,2011
Marquette Marathon,Marquette Marathon,WI,Marquette,196,249.95,43.7464,-89.1384,272.1,2012-09-05,9,5,2012
Marquette Marathon,Marquette Marathon,WI,Marquette,187,246.1,43.7464,-89.1384,272.1,2013-09-05,9,5,2013
Med-City Marathon,Med-City Marathon,WA,Rochester,356,245.36,46.8288,-123.0722,269.39,2000-09-06,9,6,2000
Med-City Marathon,Med-City Marathon,WA,Rochester,326,246.66,46.8288,-123.0722,269.39,2001-09-06,9,6,2001
Med-City Marathon,Med-City Marathon,WA,Rochester,334,254.74,46.8288,-123.0722,269.39,2003-09-06,9,6,2003
Med-City Marathon,Med-City Marathon,WA,Rochester,312,259.37,46.8288,-123.0722,269.39,2004-09-06,9,6,2004
Med-City Marathon,Med-City Marathon,WA,Rochester,283,254.75,46.8288,-123.0722,269.39,2005-09-06,9,6,2005
Med-City Marathon,Med-City Marathon,WA,Rochester,122,240.06,46.8288,-123.0722,269.39,2006-09-06,9,6,2006
Med-City Marathon,Med-City Marathon,WA,Rochester,291,246.58,46.8288,-123.0722,269.39,2007-09-06,9,6,2007
Med-City Marathon,Med-City Marathon,WA,Rochester,256,256.85,46.8288,-123.0722,269.39,2008-09-06,9,6,2008
Med-City Marathon,Med-City Marathon,WA,Rochester,225,257.71,46.8288,-123.0722,269.39,2009-09-06,9,6,2009
Med-City Marathon,Med-City Marathon,WA,Rochester,217,272.52,46.8288,-123.0722,269.39,2010-09-06,9,6,2010
Med-City Marathon,Med-City Marathon,WA,Rochester,256,256.85,46.8288,-123.0722,269.39,2011-09-06,9,6,2011
Med-City Marathon,Med-City Marathon,WA,Rochester,427,274.95,46.8288,-123.0722,269.39,2012-09-06,9,6,2012
Med-City Marathon,Med-City Marathon,WA,Rochester,352,252.8,46.8288,-123.0722,269.39,2013-09-06,9,6,2013
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,60,253.65,41.2478,-98.7951,646.8,2002-08-22,8,22,2002
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,84,257.39,41.2478,-98.7951,646.8,2003-08-22,8,22,2003
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,120,257.67,41.2478,-98.7951,646.8,2004-08-22,8,22,2004
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,116,265.91,41.2478,-98.7951,646.8,2005-08-22,8,22,2005
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,133,269.52,41.2478,-98.7951,646.8,2006-08-22,8,22,2006
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,153,268.23,41.2478,-98.7951,646.8,2007-08-22,8,22,2007
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,135,257.67,41.2478,-98.7951,646.8,2008-08-22,8,22,2008
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,231,276.13,41.2478,-98.7951,646.8,2009-08-22,8,22,2009
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,214,275.8,41.2478,-98.7951,646.8,2010-08-22,8,22,2010
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,181,276.22,41.2478,-98.7951,646.8,2011-08-22,8,22,2011
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,144,283.4,41.2478,-98.7951,646.8,2012-08-22,8,22,2012
Mesa Falls Marathon,Mesa Falls Marathon,NE,Ashton,142,273.7,41.2478,-98.7951,646.8,2013-08-22,8,22,2013
Midsouth Marathon,Midsouth Marathon,AR,Wynne,112,240.88,35.2326,-90.7895,62.75,2000-11-07,11,7,2000
Midsouth Marathon,Midsouth Marathon,AR,Wynne,156,258.7,35.2326,-90.7895,62.75,2001-11-07,11,7,2001
Midsouth Marathon,Midsouth Marathon,AR,Wynne,196,260.46,35.2326,-90.7895,62.75,2002-11-07,11,7,2002
Midsouth Marathon,Midsouth Marathon,AR,Wynne,221,280.4,35.2326,-90.7895,62.75,2003-11-07,11,7,2003
Midsouth Marathon,Midsouth Marathon,AR,Wynne,218,265.43,35.2326,-90.7895,62.75,2004-11-07,11,7,2004
Midsouth Marathon,Midsouth Marathon,AR,Wynne,158,275.89,35.2326,-90.7895,62.75,2005-11-07,11,7,2005
Midsouth Marathon,Midsouth Marathon,AR,Wynne,151,266.11,35.2326,-90.7895,62.75,2006-11-07,11,7,2006
Midsouth Marathon,Midsouth Marathon,AR,Wynne,154,259.43,35.2326,-90.7895,62.75,2007-11-07,11,7,2007
Midsouth Marathon,Midsouth Marathon,AR,Wynne,154,264.04,35.2326,-90.7895,62.75,2008-11-07,11,7,2008
Midsouth Marathon,Midsouth Marathon,AR,Wynne,161,280.06,35.2326,-90.7895,62.75,2009-11-07,11,7,2009
Midsouth Marathon,Midsouth Marathon,AR,Wynne,152,269.23,35.2326,-90.7895,62.75,2010-11-07,11,7,2010
Midsouth Marathon,Midsouth Marathon,AR,Wynne,188,272.97,35.2326,-90.7895,62.75,2011-11-07,11,7,2011
