marathon,marathon_name,state_id,city,finishers,mean_time,lat,lng,elevation_m,date,month,day,year
Equinox Marathon,Equinox Marathon,AK,Fairbanks,330,325.28,64.8353,-147.6534,139.13,2005-09-19,9,19,2005
Equinox Marathon,Equinox Marathon,AK,Fairbanks,318,302.9,64.8353,-147.6534,139.13,2006-09-19,9,19,2006
Equinox Marathon,Equinox Marathon,AK,Fairbanks,474,335.13,64.8353,-147.6534,139.13,2007-09-19,9,19,2007
Equinox Marathon,Equinox Marathon,AK,Fairbanks,444,333.1,64.8353,-147.6534,139.13,2008-09-19,9,19,2008
Equinox Marathon,Equinox Marathon,AK,Fairbanks,420,333.17,64.8353,-147.6534,139.13,2009-09-19,9,19,2009
Equinox Marathon,Equinox Marathon,AK,Fairbanks,434,331.96,64.8353,-147.6534,139.13,2010-09-19,9,19,2010
Equinox Marathon,Equinox Marathon,AK,Fairbanks,408,325.16,64.8353,-147.6534,139.13,2011-09-19,9,19,2011
Equinox Marathon,Equinox Marathon,AK,Fairbanks,647,339.5,64.8353,-147.6534,139.13,2012-09-19,9,19,2012
Equinox Marathon,Equinox Marathon,AK,Fairbanks,449,332.86,64.8353,-147.6534,139.13,2013-09-19,9,19,2013
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,210,263.37,47.1154,-97.3879,337.12,2001-09-13,9,13,2001
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,200,252.1,47.1154,-97.3879,337.12,2002-09-13,9,13,2002
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,319,256.11,47.1154,-97.3879,337.12,2003-09-13,9,13,2003
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,334,252.03,47.1154,-97.3879,337.12,2004-09-13,9,13,2004
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,328,273.66,47.1154,-97.3879,337.12,2005-09-13,9,13,2005
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,398,246.74,47.1154,-97.3879,337.12,2006-09-13,9,13,2006
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,457,258.12,47.1154,-97.3879,337.12,2007-09-13,9,13,2007
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,393,266.11,47.1154,-97.3879,337.12,2008-09-13,9,13,2008
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,480,262.03,47.1154,-97.3879,337.12,2009-09-13,9,13,2009
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,468,253.56,47.1154,-97.3879,337.12,2010-09-13,9,13,2010
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,520,247.16,47.1154,-97.3879,337.12,2011-09-13,9,13,2011
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,674,249.45,47.1154,-97.3879,337.12,2012-09-13,9,13,2012
"Erie Marathon at
  Presque Isle",Erie Marathon at Presque Isle,ND,Erie,978,237.01,47.1154,-97.3879,337.12,2013-09-13,9,13,2013
"Escalante Canyons
  Marathon",Escalante Canyons Marathon,UT,Escalante,22,286.06,37.7648,-111.6,1968.16,2012-10-10,10,10,2012
"Escalante Canyons
  Marathon",Escalante Canyons Marathon,UT,Escalante,42,300.89,37.7648,-111.6,1968.16,2013-10-10,10,10,2013
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,145,291.13,40.3703,-105.5222,2815.43,2004-06-21,6,21,2004
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,152,304.73,40.3703,-105.5222,2815.43,2005-06-21,6,21,2005
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,147,305.99,40.3703,-105.5222,2815.43,2006-06-21,6,21,2006
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,120,297.93,40.3703,-105.5222,2815.43,2007-06-21,6,21,2007
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,148,293.22,40.3703,-105.5222,2815.43,2008-06-21,6,21,2008
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,104,291.29,40.3703,-105.5222,2815.43,2009-06-21,6,21,2009
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,106,287.89,40.3703,-105.5222,2815.43,2010-06-21,6,21,2010
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,112,264.34,40.3703,-105.5222,2815.43,2011-06-21,6,21,2011
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,150,301.65,40.3703,-105.5222,2815.43,2012-06-21,6,21,2012
Estes Park Marathon,Estes Park Marathon,CO,Estes Park,128,298.71,40.3703,-105.5222,2815.43,2013-06-21,6,21,2013
Eugene Marathon,Eugene Marathon,OR,Eugene,1486,260.09,44.0563,-123.1173,210.3,2007-04-26,4,26,2007
Eugene Marathon,Eugene Marathon,OR,Eugene,1742,257.75,44.0563,-123.1173,210.3,2008-04-26,4,26,2008
Eugene Marathon,Eugene Marathon,OR,Eugene,1716,255.67,44.0563,-123.1173,210.3,2009-04-26,4,26,2009
Eugene Marathon,Eugene Marathon,OR,Eugene,2340,250.59,44.0563,-123.1173,210.3,2010-04-26,4,26,2010
Eugene Marathon,Eugene Marathon,OR,Eugene,2297,249.33,44.0563,-123.1173,210.3,2011-04-26,4,26,2011
Eugene Marathon,Eugene Marathon,OR,Eugene,2345,250.49,44.0563,-123.1173,210.3,2012-04-26,4,26,2012
Eugene Marathon,Eugene Marathon,OR,Eugene,2571,247.5,44.0563,-123.1173,210.3,2013-04-26,4,26,2013
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,59,330.07,39.5207,-80.2997,416.99,2007-08-02,8,2,2007
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,125,317.9,39.5207,-80.2997,416.99,2008-08-02,8,2,2008
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,161,318.96,39.5207,-80.2997,416.99,2009-08-02,8,2,2009
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,172,318.91,39.5207,-80.2997,416.99,2010-08-02,8,2,2010
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,168,314.45,39.5207,-80.2997,416.99,2011-08-02,8,2,2011
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,179,324.87,39.5207,-80.2997,416.99,2012-08-02,8,2,2012
"Extraterrestrial Full
  Moon Midnight Marathon",Extraterrestrial Full Moon Midnight Marathon,WV,Rachel,141,331.18,39.5207,-80.2997,416.99,2013-08-02,8,2,2013
Fargo Marathon,Fargo Marathon,ND,Fargo,707,263.99,46.8653,-96.8292,278.35,2005-08-29,8,29,2005
Fargo Marathon,Fargo Marathon,ND,Fargo,982,254.56,46.8653,-96.8292,278.35,2006-08-29,8,29,2006
Fargo Marathon,Fargo Marathon,ND,Fargo,1196,255.89,46.8653,-96.8292,278.35,2007-08-29,8,29,2007
Fargo Marathon,Fargo Marathon,ND,Fargo,1196,255.89,46.8653,-96.8292,278.35,2008-08-29,8,29,2008
Fargo Marathon,Fargo Marathon,ND,Fargo,1272,256.28,46.8653,-96.8292,278.35,2009-08-29,8,29,2009
Fargo Marathon,Fargo Marathon,ND,Fargo,1885,259.97,46.8653,-96.8292,278.35,2010-08-29,8,29,2010
Fargo Marathon,Fargo Marathon,ND,Fargo,2213,265.13,46.8653,-96.8292,278.35,2011-08-29,8,29,2011
Fargo Marathon,Fargo Marathon,ND,Fargo,1825,256.77,46.8653,-96.8292,278.35,2012-08-29,8,29,2012
Fargo Marathon,Fargo Marathon,ND,Fargo,1644,269.34,46.8653,-96.8292,278.35,2013-08-29,8,29,2013
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,50,258.85,36.9912,-121.8934,222.46,2000-05-31,5,31,2000
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,53,247.08,36.9912,-121.8934,222.46,2001-05-31,5,31,2001
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,63,255.66,36.9912,-121.8934,222.46,2002-05-31,5,31,2002
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,67,263.65,36.9912,-121.8934,222.46,2003-05-31,5,31,2003
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,62,268.36,36.9912,-121.8934,222.46,2004-05-31,5,31,2004
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,51,256.09,36.9912,-121.8934,222.46,2005-05-31,5,31,2005
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,68,282.03,36.9912,-121.8934,222.46,2006-05-31,5,31,2006
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,63,261.74,36.9912,-121.8934,222.46,2007-05-31,5,31,2007
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,69,271.72,36.9912,-121.8934,222.46,2008-05-31,5,31,2008
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,69,268.56,36.9912,-121.8934,222.46,2009-05-31,5,31,2009
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,69,276.01,36.9912,-121.8934,222.46,2010-05-31,5,31,2010
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,47,294.51,36.9912,-121.8934,222.46,2011-05-31,5,31,2011
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,55,273.29,36.9912,-121.8934,222.46,2012-05-31,5,31,2012
"Forest of Nisene
  Marks Marathon",Forest of Nisene Marks Marathon,CA,Aptos,62,316.73,36.9912,-121.8934,222.46,2013-05-31,5,31,2013
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,37,259.67,32.7812,-97.3472,237.08,2008-11-08,11,8,2008
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,121,254.46,32.7812,-97.3472,237.08,2009-11-08,11,8,2009
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,223,270.61,32.7812,-97.3472,237.08,2010-11-08,11,8,2010
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,216,289.37,32.7812,-97.3472,237.08,2011-11-08,11,8,2011
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,320,284.68,32.7812,-97.3472,237.08,2012-11-08,11,8,2012
Fort Worth Marathon,Fort Worth Marathon,TX,Fort Worth,282,284.29,32.7812,-97.3472,237.08,2013-11-08,11,8,2013
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,689,275.29,29.5357,-95.4693,16.6,2000-11-01,11,1,2000
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,674,268.89,29.5357,-95.4693,16.6,2001-11-01,11,1,2001
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,631,271.41,29.5357,-95.4693,16.6,2002-11-01,11,1,2002
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,683,260.46,29.5357,-95.4693,16.6,2003-11-01,11,1,2003
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,686,270.3,29.5357,-95.4693,16.6,2004-11-01,11,1,2004
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,562,263.11,29.5357,-95.4693,16.6,2005-11-01,11,1,2005
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,729,269.81,29.5357,-95.4693,16.6,2006-11-01,11,1,2006
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,857,275.26,29.5357,-95.4693,16.6,2007-11-01,11,1,2007
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,1039,262.77,29.5357,-95.4693,16.6,2008-11-01,11,1,2008
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,1031,266.56,29.5357,-95.4693,16.6,2009-11-01,11,1,2009
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,901,258.98,29.5357,-95.4693,16.6,2010-11-01,11,1,2010
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,839,270.57,29.5357,-95.4693,16.6,2011-11-01,11,1,2011
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,915,265.08,29.5357,-95.4693,16.6,2012-11-01,11,1,2012
Fox Cities Marathon,Two Cities Marathon,TX,Fresno,978,264.39,29.5357,-95.4693,16.6,2013-11-01,11,1,2013
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,76,320.48,40.2902,-98.2596,525.53,2008-04-18,4,18,2008
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,71,302.73,40.2902,-98.2596,525.53,2009-04-18,4,18,2009
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,98,356.02,40.2902,-98.2596,525.53,2010-04-18,4,18,2010
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,89,294.45,40.2902,-98.2596,525.53,2011-04-18,4,18,2011
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,114,306.89,40.2902,-98.2596,525.53,2012-04-18,4,18,2012
"Free State Trail
  Marathon",Free State Trail Marathon,NE,Lawrence,80,313.53,40.2902,-98.2596,525.53,2013-04-18,4,18,2013
Freedom's Run,Freedom's Run,WV,Shepherdstown,253,266.63,39.4318,-77.8048,187.1,2009-10-03,10,3,2009
Freedom's Run,Freedom's Run,WV,Shepherdstown,564,273.23,39.4318,-77.8048,187.1,2010-10-03,10,3,2010
Freedom's Run,Freedom's Run,WV,Shepherdstown,447,275.55,39.4318,-77.8048,187.1,2011-10-03,10,3,2011
Freedom's Run,Freedom's Run,WV,Shepherdstown,334,259.68,39.4318,-77.8048,187.1,2012-10-03,10,3,2012
Freedom's Run,Freedom's Run,WV,Shepherdstown,358,272.46,39.4318,-77.8048,187.1,2013-10-03,10,3,2013
"Ghost of Seattle
  Marathon",Ghost of Seattle Marathon,WA,Seattle,51,276.72,47.6211,-122.3244,20.48,2008-11-28,11,28,2008
"Ghost of Seattle
  Marathon",Ghost of Seattle Marathon,WA,Seattle,60,277.32,47.6211,-122.3244,20.48,2009-11-28,11,28,2009
"Ghost of Seattle
  Marathon",Ghost of Seattle Marathon,WA,Seattle,85,275.43,47.6211,-122.3244,20.48,2010-11-28,11,28,2010
"Ghost of Seattle
  Marathon",Ghost of Seattle Marathon,WA,Seattle,100,283.56,47.6211,-122.3244,20.48,2011-11-28,11,28,2011
"Ghost of Seattle
  Marathon",Ghost of Seattle Marathon,WA,Seattle,149,275.35,47.6211,-122.3244,20.48,2012-11-28,11,28,2012
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,113,259.23,38.887,-94.687,310.43,2000-11-08,11,8,2000
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,68,275.18,38.887,-94.687,310.43,2002-11-08,11,8,2002
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,110,272.14,38.887,-94.687,310.43,2003-11-08,11,8,2003
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,151,271.87,38.887,-94.687,310.43,2004-11-08,11,8,2004
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,155,264.52,38.887,-94.687,310.43,2005-11-08,11,8,2005
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,185,261.08,38.887,-94.687,310.43,2006-11-08,11,8,2006
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,244,261.39,38.887,-94.687,310.43,2007-11-08,11,8,2007
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,202,258.41,38.887,-94.687,310.43,2008-11-08,11,8,2008
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,233,258.63,38.887,-94.687,310.43,2009-11-08,11,8,2009
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,242,269.53,38.887,-94.687,310.43,2010-11-08,11,8,2010
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,239,259.44,38.887,-94.687,310.43,2011-11-08,11,8,2011
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,165,273.59,38.887,-94.687,310.43,2012-11-08,11,8,2012
"Gobbler Grind
  Marathon",Gobbler Grind Marathon,KS,Overland Park,163,260.47,38.887,-94.687,310.43,2013-11-08,11,8,2013
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,125,240.56,41.7758,-78.016,660.13,2001-06-06,6,6,2001
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,100,259.7,41.7758,-78.016,660.13,2002-06-06,6,6,2002
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,94,245,41.7758,-78.016,660.13,2003-06-06,6,6,2003
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,87,252.03,41.7758,-78.016,660.13,2004-06-06,6,6,2004
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,159,261.74,41.7758,-78.016,660.13,2005-06-06,6,6,2005
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,156,257.41,41.7758,-78.016,660.13,2006-06-06,6,6,2006
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,147,264.62,41.7758,-78.016,660.13,2007-06-06,6,6,2007
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,152,290.62,41.7758,-78.016,660.13,2008-06-06,6,6,2008
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,163,259.08,41.7758,-78.016,660.13,2009-06-06,6,6,2009
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,147,276.61,41.7758,-78.016,660.13,2010-06-06,6,6,2010
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,133,265.87,41.7758,-78.016,660.13,2011-06-06,6,6,2011
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,106,257.67,41.7758,-78.016,660.13,2012-06-06,6,6,2012
"God's Country
  Marathon",God's Country Marathon,PA,Coudersport,88,271.55,41.7758,-78.016,660.13,2013-06-06,6,6,2013
Grand Valley Marathon,Morgan Valley Marathon,TX,Morgan,22,264.96,32.0156,-97.6061,199.05,2009-06-21,6,21,2009
Grand Valley Marathon,Morgan Valley Marathon,TX,Morgan,72,279.18,32.0156,-97.6061,199.05,2010-06-21,6,21,2010
Grand Valley Marathon,Morgan Valley Marathon,TX,Morgan,33,285.62,32.0156,-97.6061,199.05,2011-06-21,6,21,2011
Grand Valley Marathon,Morgan Valley Marathon,TX,Morgan,42,298.52,32.0156,-97.6061,199.05,2012-06-21,6,21,2012
Grand Valley Marathon,Morgan Valley Marathon,TX,Morgan,27,273.65,32.0156,-97.6061,199.05,2013-06-21,6,21,2013
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,357,271.86,36.2111,-81.6668,896.47,2000-07-11,7,11,2000
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,325,265.95,36.2111,-81.6668,896.47,2001-07-11,7,11,2001
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,309,267.58,36.2111,-81.6668,896.47,2002-07-11,7,11,2002
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,366,257.83,36.2111,-81.6668,896.47,2003-07-11,7,11,2003
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,333,256.14,36.2111,-81.6668,896.47,2004-07-11,7,11,2004
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,359,259.7,36.2111,-81.6668,896.47,2005-07-11,7,11,2005
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,347,262.98,36.2111,-81.6668,896.47,2006-07-11,7,11,2006
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,365,258.8,36.2111,-81.6668,896.47,2007-07-11,7,11,2007
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,351,266.68,36.2111,-81.6668,896.47,2008-07-11,7,11,2008
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,377,259.88,36.2111,-81.6668,896.47,2009-07-11,7,11,2009
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,377,265.53,36.2111,-81.6668,896.47,2010-07-11,7,11,2010
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,360,273.46,36.2111,-81.6668,896.47,2011-07-11,7,11,2011
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,362,274.45,36.2111,-81.6668,896.47,2012-07-11,7,11,2012
"Grandfather Mountain
  Marathon",Grandfather Mountain Marathon,NC,Boone,381,272.23,36.2111,-81.6668,896.47,2013-07-11,7,11,2013
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6113,247.62,45.7838,-122.647,61.71,1999-06-20,6,20,1999
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6061,251.76,45.7838,-122.647,61.71,2000-06-20,6,20,2000
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6701,260.78,45.7838,-122.647,61.71,2001-06-20,6,20,2001
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6835,249.01,45.7838,-122.647,61.71,2002-06-20,6,20,2002
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6870,256.38,45.7838,-122.647,61.71,2003-06-20,6,20,2003
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6755,261.25,45.7838,-122.647,61.71,2004-06-20,6,20,2004
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6884,259.1,45.7838,-122.647,61.71,2005-06-20,6,20,2005
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6913,270.36,45.7838,-122.647,61.71,2006-06-20,6,20,2006
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6967,267.76,45.7838,-122.647,61.71,2007-06-20,6,20,2007
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6876,269.99,45.7838,-122.647,61.71,2008-06-20,6,20,2008
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6000,279.73,45.7838,-122.647,61.71,2009-06-20,6,20,2009
Grandma's Marathon,Grandma's Marathon,WA,Duluth,5615,266.1,45.7838,-122.647,61.71,2010-06-20,6,20,2010
Grandma's Marathon,Grandma's Marathon,WA,Duluth,6337,256.57,45.7838,-122.647,61.71,2011-06-20,6,20,2011
Grandma's Marathon,Grandma's Marathon,WA,Duluth,5788,261.47,45.7838,-122.647,61.71,2012-06-20,6,20,2012
Grandma's Marathon,Grandma's Marathon,WA,Duluth,5617,252.63,45.7838,-122.647,61.71,2013-06-20,6,20,2013
"Granite State
  Marathon",Granite State Marathon,NH,Nashua,28,353,42.7491,-71.491,65.34,2013-05-19,5,19,2013
Green River Marathon,Green River Marathon,WA,Kent,9,249.39,47.3887,-122.2128,167.49,2003-06-06,6,6,2003
Green River Marathon,Green River Marathon,WA,Kent,14,256.41,47.3887,-122.2128,167.49,2004-06-06,6,6,2004
Green River Marathon,Green River Marathon,WA,Kent,16,264.43,47.3887,-122.2128,167.49,2005-06-06,6,6,2005
Green River Marathon,Green River Marathon,WA,Kent,35,272.78,47.3887,-122.2128,167.49,2006-06-06,6,6,2006
Green River Marathon,Green River Marathon,WA,Kent,52,270.02,47.3887,-122.2128,167.49,2007-06-06,6,6,2007
Green River Marathon,Green River Marathon,WA,Kent,138,273.19,47.3887,-122.2128,167.49,2008-06-06,6,6,2008
Green River Marathon,Green River Marathon,WA,Kent,145,269.3,47.3887,-122.2128,167.49,2009-06-06,6,6,2009
Green River Marathon,Green River Marathon,WA,Kent,149,269.35,47.3887,-122.2128,167.49,2010-06-06,6,6,2010
Green River Marathon,Green River Marathon,WA,Kent,141,287.59,47.3887,-122.2128,167.49,2011-06-06,6,6,2011
Green River Marathon,Green River Marathon,WA,Kent,114,272,47.3887,-122.2128,167.49,2012-06-06,6,6,2012
Green River Marathon,Green River Marathon,WA,Kent,167,282.95,47.3887,-122.2128,167.49,2013-06-06,6,6,2013
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,51,311.17,39.1346,-77.2132,111.59,2004-03-07,3,7,2004
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,58,365.27,39.1346,-77.2132,111.59,2005-03-07,3,7,2005
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,52,317.1,39.1346,-77.2132,111.59,2006-03-07,3,7,2006
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,91,387.01,39.1346,-77.2132,111.59,2007-03-07,3,7,2007
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,97,344.28,39.1346,-77.2132,111.59,2008-03-07,3,7,2008
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,93,364.51,39.1346,-77.2132,111.59,2009-03-07,3,7,2009
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,80,364.45,39.1346,-77.2132,111.59,2010-03-07,3,7,2010
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,133,335.91,39.1346,-77.2132,111.59,2011-03-07,3,7,2011
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,105,387.79,39.1346,-77.2132,111.59,2012-03-07,3,7,2012
"Greenway Trail
  Marathon",Greenway Trail Marathon,MD,Gaithersburg,75,387.99,39.1346,-77.2132,111.59,2013-03-07,3,7,2013
