country,city,location,number,first,last
US,Delton,"Michigan, Barry",913,9,3
US,Jasper,"Michigan, Lenawee",379,3,9
US,Buckley,"Michigan, Wexford",714,7,4
US,Gwinn,"Michigan, Marquette",2072,2,2
US,Wyoming,"Michigan, Kent",75938,7,8
US,Walloon Lake,"Michigan, Charlevoix",312,3,2
US,Eastwood,"Michigan, Kalamazoo",5766,5,6
US,Whittemore,"Michigan, Iosco",373,3,3
US,Port Hope,"Michigan, Huron",251,2,1
US,Holt,"Michigan, Ingham",24912,2,2
US,Rockford,"Michigan, Kent",6264,6,4
US,Norwood,"Michigan, Charlevoix",144,1,4
US,Lupton,"Michigan, Ogemaw",266,2,6
US,Ann Arbor,"Michigan, Washtenaw",326288,3,8
US,Manistique,"Michigan, Schoolcraft",3292,3,2
US,Climax,"Michigan, Kalamazoo",784,7,4
US,Livonia,"Michigan, Wayne",94105,9,5
US,Barton Hills,"Michigan, Washtenaw",302,3,2
US,Grand Blanc,"Michigan, Genesee",7889,7,9
US,Ossineke,"Michigan, Alpena",1006,1,6
US,Eastlake,"Michigan, Manistee",503,5,3
US,Cadillac,"Michigan, Wexford",11792,1,2
US,Montague,"Michigan, Muskegon",2351,2,1
US,Luna Pier,"Michigan, Monroe",1411,1,1
US,Grant,"Michigan, Newaygo",883,8,3
US,Boyne Falls,"Michigan, Charlevoix",295,2,5
US,Fair Plain,"Michigan, Berrien",7324,7,4
US,Vermontville,"Michigan, Eaton",767,7,7
US,Westphalia,"Michigan, Clinton",933,9,3
US,Merrill,"Michigan, Saginaw",735,7,5
US,Lake Odessa,"Michigan, Ionia",2029,2,9
US,Caberfae,"Michigan, Wexford",34,3,4
US,Detroit,"Michigan, Wayne",3522206,3,6
US,Nessen City,"Michigan, Benzie",98,9,8
US,Concord,"Michigan, Jackson",1046,1,6
US,Lake Orion,"Michigan, Oakland",3108,3,8
US,Milan,"Michigan, Washtenaw",7787,7,7
US,Frankenmuth,"Michigan, Saginaw",5277,5,7
US,Le Roy,"Michigan, Osceola",251,2,1
US,DeWitt,"Michigan, Clinton",4712,4,2
US,Mason,"Michigan, Ingham",8409,8,9
US,Keego Harbor,"Michigan, Oakland",3398,3,8
US,Perrinton,"Michigan, Gratiot",393,3,3
US,West Ishpeming,"Michigan, Marquette",2956,2,6
US,Lewiston,"Michigan, Montmorency",1209,1,9
US,Madison Heights,"Michigan, Oakland",30050,3,0
US,Tekonsha,"Michigan, Calhoun",706,7,6
US,Harrisville,"Michigan, Alcona",467,4,7
US,New Era,"Michigan, Oceana",443,4,3
US,St. Johns,"Michigan, Clinton",8448,8,8
US,Detroit Beach,"Michigan, Monroe",1797,1,7
US,Powers,"Michigan, Menominee",410,4,0
US,Freeland,"Michigan, Saginaw",7271,7,1
US,Barryton,"Michigan, Mecosta",353,3,3
US,Melvin,"Michigan, Sanilac",170,1,0
US,Hardwood Acres,"Michigan, Benzie",432,4,2
US,Scottville,"Michigan, Mason",1217,1,7
US,Filer City,"Michigan, Manistee",90,9,0
US,Bay View,"Michigan, Emmet",315,3,5
US,Sterling Heights,"Michigan, Macomb",132631,1,1
US,Dollar Bay,"Michigan, Houghton",813,8,3
US,New Lothrop,"Michigan, Shiawassee",560,5,0
US,Quinnesec,"Michigan, Dickinson",843,8,3
US,Standish,"Michigan, Arenac",1405,1,5
US,Bloomingdale,"Michigan, Van Buren",441,4,1
US,Buchanan,"Michigan, Berrien",4313,4,3
US,Clawson,"Michigan, Oakland",11946,1,6
US,Deerfield,"Michigan, Lenawee",865,8,5
US,St. Louis,"Michigan, Gratiot",7298,7,8
US,Au Sable,"Michigan, Iosco",1320,1,0
US,East Lansing,"Michigan, Ingham",48844,4,4
US,Grand Haven,"Michigan, Ottawa",10905,1,5
US,Lexington,"Michigan, Sanilac",1115,1,5
US,Breedsville,"Michigan, Van Buren",192,1,2
US,Mackinaw City,"Michigan, Cheboygan",795,7,5
US,Benton Heights,"Michigan, Berrien",4343,4,3
US,Port Austin,"Michigan, Huron",627,6,7
US,Waldron,"Michigan, Hillsdale",524,5,4
US,Mackinac Island,"Michigan, Mackinac",470,4,0
US,Skidway Lake,"Michigan, Ogemaw",3237,3,7
US,Shields,"Michigan, Saginaw",5961,5,1
US,Vernon,"Michigan, Shiawassee",781,7,1
US,Caledonia,"Michigan, Kent",1625,1,5
US,Flat Rock,"Michigan, Wayne",9955,9,5
US,Hillsdale,"Michigan, Hillsdale",11416,1,6
US,Dryden,"Michigan, Lapeer",936,9,6
US,Goodrich,"Michigan, Genesee",5821,5,1
US,St. James,"Michigan, Charlevoix",210,2,0
US,Rose City,"Michigan, Ogemaw",631,6,1
US,Lake Linden,"Michigan, Houghton",972,9,2
US,Coldwater,"Michigan, Branch",16595,1,5
US,Davison,"Michigan, Genesee",4929,4,9
US,Sheridan,"Michigan, Montcalm",649,6,9
US,Tecumseh,"Michigan, Lenawee",8375,8,5
US,Dimondale,"Michigan, Eaton",1244,1,4
US,Burr Oak,"Michigan, St. Joseph",811,8,1
US,Pontiac,"Michigan, Oakland",59792,5,2
US,Dearborn Heights,"Michigan, Wayne",55758,5,8
US,Parkdale,"Michigan, Manistee",670,6,0
US,Zeeland,"Michigan, Ottawa",5559,5,9
US,Grandville,"Michigan, Kent",15970,1,0
US,Reese,"Michigan, Tuscola",1382,1,2
US,Birmingham,"Michigan, Oakland",21142,2,2
US,Clarksville,"Michigan, Ionia",395,3,5
US,Levering,"Michigan, Emmet",192,1,2
US,Posen,"Michigan, Presque Isle",223,2,3
US,Brownlee Park,"Michigan, Calhoun",1778,1,8
US,Stanwood,"Michigan, Mecosta",212,2,2
US,Beecher,"Michigan, Genesee",9490,9,0
US,Grawn,"Michigan, Grand Traverse",811,8,1
US,Morenci,"Michigan, Lenawee",2166,2,6
US,Baroda,"Michigan, Berrien",866,8,6
US,New Haven,"Michigan, Macomb",4752,4,2
US,Corunna,"Michigan, Shiawassee",3376,3,6
US,Pigeon,"Michigan, Huron",1136,1,6
US,Burt,"Michigan, Saginaw",1091,1,1
US,Brown City,"Michigan, Sanilac",1248,1,8
US,Sunfield,"Michigan, Eaton",583,5,3
US,Decatur,"Michigan, Van Buren",1745,1,5
US,Rothbury,"Michigan, Oceana",445,4,5
US,Marshall,"Michigan, Calhoun",7582,7,2
US,Romulus,"Michigan, Wayne",23457,2,7
US,Armada,"Michigan, Macomb",1733,1,3
US,Novi,"Michigan, Oakland",59715,5,5
US,Fife Lake,"Michigan, Grand Traverse",475,4,5
US,Traverse City,"Michigan, Grand Traverse",49806,4,6
US,Petoskey,"Michigan, Emmet",8287,8,7
US,South Haven,"Michigan, Van Buren",5717,5,7
US,Harrietta,"Michigan, Wexford",145,1,5
US,Edgemont Park,"Michigan, Ingham",2175,2,5
US,Onekama,"Michigan, Manistee",402,4,2
US,Plymouth,"Michigan, Wayne",9138,9,8
US,Lathrup Village,"Michigan, Oakland",4126,4,6
US,Sebewaing,"Michigan, Huron",1652,1,2
US,Walled Lake,"Michigan, Oakland",7156,7,6
US,Roseville,"Michigan, Macomb",47501,4,1
US,Otter Lake,"Michigan, Lapeer",383,3,3
US,East Jordan,"Michigan, Charlevoix",2343,2,3
US,Ravenna,"Michigan, Muskegon",1266,1,6
US,Dowling,"Michigan, Barry",345,3,5
US,De Tour Village,"Michigan, Chippewa",321,3,1
US,Hillman,"Michigan, Montmorency",666,6,6
US,Holly,"Michigan, Oakland",8325,8,5
US,Bellevue,"Michigan, Eaton",1285,1,5
US,Dearborn,"Michigan, Wayne",94491,9,1
US,Lake Ann,"Michigan, Benzie",269,2,9
US,Beverly Hills,"Michigan, Oakland",10425,1,5
US,Houghton Lake,"Michigan, Roscommon",3528,3,8
US,Jonesville,"Michigan, Hillsdale",2212,2,2
US,Tawas City,"Michigan, Iosco",1783,1,3
US,Marion,"Michigan, Osceola",858,8,8
US,South Gull Lake,"Michigan, Kalamazoo",1169,1,9
US,Owendale,"Michigan, Huron",227,2,7
US,Petersburg,"Michigan, Monroe",1128,1,8
US,Mendon,"Michigan, St. Joseph",856,8,6
US,Henderson,"Michigan, Shiawassee",308,3,8
US,Grosse Pointe,"Michigan, Wayne",5188,5,8
US,Ponshewaing,"Michigan, Emmet",38,3,8
US,Muskegon,"Michigan, Muskegon",160142,1,2
US,Chesaning,"Michigan, Saginaw",2269,2,9
US,Wakefield,"Michigan, Gogebic",1699,1,9
US,Kingsford,"Michigan, Dickinson",4981,4,1
US,Lennon,"Michigan, Shiawassee",487,4,7
US,Harbor Beach,"Michigan, Huron",1604,1,4
US,Vanderbilt,"Michigan, Otsego",569,5,9
US,Arcadia,"Michigan, Manistee",266,2,6
US,Mancelona,"Michigan, Antrim",1364,1,4
US,Canadian Lakes,"Michigan, Mecosta",2915,2,5
US,Franklin,"Michigan, Oakland",3251,3,1
US,Allen Park,"Michigan, Wayne",27156,2,6
US,Southfield,"Michigan, Oakland",73208,7,8
US,Elk Rapids,"Michigan, Antrim",1617,1,7
US,Athens,"Michigan, Calhoun",1000,1,0
US,Alba,"Michigan, Antrim",304,3,4
US,Vicksburg,"Michigan, Kalamazoo",3370,3,0
US,Milford,"Michigan, Oakland",6471,6,1
US,Gaastra,"Michigan, Iron",325,3,5
US,Tustin,"Michigan, Osceola",225,2,5
US,Gladstone,"Michigan, Delta",4751,4,1
US,Sault Ste. Marie,"Michigan, Chippewa",12637,1,7
US,Richland,"Michigan, Kalamazoo",800,8,0
US,Twining,"Michigan, Arenac",171,1,1
US,Coleman,"Michigan, Midland",1199,1,9
US,Springfield,"Michigan, Calhoun",5197,5,7
US,Hemlock,"Michigan, Saginaw",1550,1,0
US,Omer,"Michigan, Arenac",293,2,3
US,Laingsburg,"Michigan, Shiawassee",1278,1,8
US,Luther,"Michigan, Lake",325,3,5
US,Oakley,"Michigan, Saginaw",273,2,3
US,St. Clair,"Michigan, St. Clair",5335,5,5
US,Norway,"Michigan, Dickinson",2758,2,8
US,Onsted,"Michigan, Lenawee",947,9,7
US,Laurium,"Michigan, Houghton",7155,7,5
US,Flint,"Michigan, Genesee",335354,3,4
US,Akron,"Michigan, Tuscola",377,3,7
US,Bath,"Michigan, Clinton",2022,2,2
US,Hancock,"Michigan, Houghton",4560,4,0
US,Marlette,"Michigan, Sanilac",1771,1,1
US,Fairgrove,"Michigan, Tuscola",532,5,2
US,Interlochen,"Michigan, Grand Traverse",467,4,7
US,Jackson,"Michigan, Jackson",87819,8,9
US,Eagle,"Michigan, Clinton",124,1,4
US,Eastport,"Michigan, Antrim",237,2,7
US,Otsego,"Michigan, Allegan",11858,1,8
US,Caro,"Michigan, Tuscola",4865,4,5
US,Hubbardston,"Michigan, Ionia",398,3,8
US,River Rouge,"Michigan, Wayne",7482,7,2
US,Advance,"Michigan, Charlevoix",305,3,5
US,Carney,"Michigan, Menominee",185,1,5
US,Lyons,"Michigan, Ionia",798,7,8
US,Huntington Woods,"Michigan, Oakland",6317,6,7
US,Metamora,"Michigan, Lapeer",564,5,4
US,Ontonagon,"Michigan, Ontonagon",1298,1,8
US,Kentwood,"Michigan, Kent",51747,5,7
US,Newberry,"Michigan, Luce",3048,3,8
US,Hartford,"Michigan, Van Buren",2605,2,5
US,Peck,"Michigan, Sanilac",596,5,6
US,Haslett,"Michigan, Ingham",19800,1,0
US,Melvindale,"Michigan, Wayne",10341,1,1
US,McBride,"Michigan, Montcalm",204,2,4
US,Southgate,"Michigan, Wayne",29084,2,4
US,Calumet,"Michigan, Houghton",698,6,8
US,Allen,"Michigan, Hillsdale",186,1,6
US,Turner,"Michigan, Arenac",109,1,9
US,Northview,"Michigan, Kent",15424,1,4
US,Middletown,"Michigan, Shiawassee",686,6,6
US,Lakewood Club,"Michigan, Muskegon",1290,1,0
US,Marysville,"Michigan, St. Clair",9706,9,6
US,Brutus,"Michigan, Emmet",149,1,9
US,Ovid,"Michigan, Clinton",1616,1,6
US,Troy,"Michigan, Oakland",83813,8,3
US,Forest Hills,"Michigan, Kent",27599,2,9
US,Bear Lake,"Michigan, Manistee",280,2,0
US,Ubly,"Michigan, Huron",806,8,6
US,Lansing,"Michigan, Ingham",320928,3,8
US,Estral Beach,"Michigan, Monroe",401,4,1
US,Hesperia,"Michigan, Oceana",936,9,6
US,Otisville,"Michigan, Genesee",827,8,7
US,Iron River,"Michigan, Iron",3010,3,0
US,Level Park-Oak Park,"Michigan, Calhoun",3801,3,1
US,Temperance,"Michigan, Monroe",8599,8,9
US,Dexter,"Michigan, Washtenaw",4469,4,9
US,Battle Creek,"Michigan, Calhoun",76803,7,3
US,Harvey,"Michigan, Marquette",1575,1,5
US,Lost Lake Woods,"Michigan, Alcona",371,3,1
US,Reading,"Michigan, Hillsdale",1049,1,9
US,West Monroe,"Michigan, Monroe",3397,3,7
US,Clayton,"Michigan, Lenawee",332,3,2
US,Pinckney,"Michigan, Livingston",2472,2,2
US,Buena Vista,"Michigan, Saginaw",6283,6,3
US,Horton Bay,"Michigan, Charlevoix",538,5,8
US,Elberta,"Michigan, Benzie",372,3,2
US,Lawton,"Michigan, Van Buren",1853,1,3
US,Highland Park,"Michigan, Wayne",10900,1,0
US,Marquette,"Michigan, Marquette",26029,2,9
US,Olivet,"Michigan, Eaton",1683,1,3
US,Oden,"Michigan, Emmet",365,3,5
US,Breckenridge,"Michigan, Gratiot",1279,1,9
US,Baraga,"Michigan, Baraga",1980,1,0
US,Imlay City,"Michigan, Lapeer",3773,3,3
US,Center Line,"Michigan, Macomb",8273,8,3
US,Woodland,"Michigan, Barry",433,4,3
US,Eaton Rapids,"Michigan, Eaton",5388,5,8
US,Sterling,"Michigan, Arenac",503,5,3
US,Millersburg,"Michigan, Presque Isle",198,1,8
US,Mattawan,"Michigan, Van Buren",1974,1,4
US,Indian River,"Michigan, Cheboygan",1870,1,0
US,St. Ignace,"Michigan, Mackinac",2400,2,0
US,Wacousta,"Michigan, Clinton",1416,1,6
US,Harrison,"Michigan, Clare",3541,3,1
US,Caseville,"Michigan, Huron",735,7,5
US,Ithaca,"Michigan, Gratiot",2799,2,9
US,Zilwaukee,"Michigan, Saginaw",1552,1,2
US,Roosevelt Park,"Michigan, Muskegon",3797,3,7
US,Republic,"Michigan, Marquette",410,4,0
US,Three Oaks,"Michigan, Berrien",1564,1,4
US,Manton,"Michigan, Wexford",1462,1,2
US,Riverview,"Michigan, Wayne",12107,1,7
US,Ferndale,"Michigan, Oakland",20070,2,0
US,Dowagiac,"Michigan, Cass",5952,5,2
US,Fennville,"Michigan, Allegan",1416,1,6
US,Stronach,"Michigan, Manistee",245,2,5
US,Carson City,"Michigan, Montcalm",1112,1,2
US,Croswell,"Michigan, Sanilac",2288,2,8
US,Barnes Lake-Millers Lake,"Michigan, Lapeer",1005,1,5
US,Cement City,"Michigan, Lenawee",425,4,5
US,Zeba,"Michigan, Baraga",351,3,1
US,Jennings,"Michigan, Missaukee",294,2,4
US,Trowbridge Park,"Michigan, Marquette",2482,2,2
US,Brighton,"Michigan, Livingston",7611,7,1
US,Hopkins,"Michigan, Allegan",612,6,2
US,North Adams,"Michigan, Hillsdale",465,4,5
US,Bay City,"Michigan, Bay",67059,6,9
US,Burton,"Michigan, Genesee",28643,2,3
US,Manistee,"Michigan, Manistee",9422,9,2
US,Deckerville,"Michigan, Sanilac",786,7,6
US,Rosebush,"Michigan, Isabella",366,3,6
US,Snover,"Michigan, Sanilac",419,4,9
US,Weidman,"Michigan, Isabella",860,8,0
US,Taylor,"Michigan, Wayne",61276,6,6
US,Schoolcraft,"Michigan, Kalamazoo",1561,1,1
US,Berrien Springs,"Michigan, Berrien",7125,7,5
US,Colon,"Michigan, St. Joseph",1160,1,0
US,Bay Port,"Michigan, Huron",397,3,7
US,Kingsley,"Michigan, Grand Traverse",1609,1,9
US,Ahmeek,"Michigan, Keweenaw",142,1,2
US,Marenisco,"Michigan, Gogebic",179,1,9
US,Mesick,"Michigan, Wexford",400,4,0
US,Bellaire,"Michigan, Antrim",1067,1,7
US,Fostoria,"Michigan, Tuscola",529,5,9
US,Farmington,"Michigan, Oakland",10578,1,8
US,Woodland Beach,"Michigan, Monroe",2030,2,0
US,Onaway,"Michigan, Presque Isle",837,8,7
US,Waverly,"Michigan, Eaton",24589,2,9
US,Morrice,"Michigan, Shiawassee",898,8,8
US,Vassar,"Michigan, Tuscola",3527,3,7
US,Alma,"Michigan, Gratiot",16224,1,4
US,Morley,"Michigan, Mecosta",490,4,0
US,Bridgeport,"Michigan, Saginaw",6458,6,8
US,Cass City,"Michigan, Tuscola",2298,2,8
US,Bangor,"Michigan, Van Buren",1838,1,8
US,Au Gres,"Michigan, Arenac",841,8,1
US,Maybee,"Michigan, Monroe",539,5,9
US,Farmington Hills,"Michigan, Oakland",81050,8,0
US,Greenville,"Michigan, Montcalm",9696,9,6
US,Northville,"Michigan, Wayne",5988,5,8
US,Canada Creek Ranch,"Michigan, Montmorency",269,2,9
US,Okemos,"Michigan, Ingham",22989,2,9
US,Wedgewood,"Michigan, Wexford",212,2,2
US,Fruitport,"Michigan, Muskegon",1128,1,8
US,Wolverine Lake,"Michigan, Oakland",4641,4,1
US,Clifford,"Michigan, Lapeer",323,3,3
US,Ferrysburg,"Michigan, Ottawa",2996,2,6
US,Paw Paw,"Michigan, Van Buren",8400,8,0
US,Whitmore Lake,"Michigan, Washtenaw",6876,6,6
US,Burlington,"Michigan, Calhoun",258,2,8
US,Linden,"Michigan, Genesee",3896,3,6
US,St. Charles,"Michigan, Saginaw",1927,1,7
US,Leonard,"Michigan, Oakland",411,4,1
US,Port Sanilac,"Michigan, Sanilac",584,5,4
US,Williamston,"Michigan, Ingham",6418,6,8
US,Village of Grosse Pointe Shores,"Michigan, Wayne",2919,2,9
US,Charlevoix,"Michigan, Charlevoix",4146,4,6
US,Galesburg,"Michigan, Kalamazoo",2073,2,3
US,Columbiaville,"Michigan, Lapeer",772,7,2
US,Bad Axe,"Michigan, Huron",3296,3,6
US,Galien,"Michigan, Berrien",537,5,7
US,Bay Shore,"Michigan, Charlevoix",847,8,7
US,Birch Run,"Michigan, Saginaw",1476,1,6
US,Plainwell,"Michigan, Allegan",3809,3,9
US,Michiana,"Michigan, Berrien",181,1,1
US,Greilickville,"Michigan, Leelanau",1522,1,2
US,Fraser,"Michigan, Macomb",14608,1,8
US,Auburn,"Michigan, Bay",2111,2,1
US,Evart,"Michigan, Osceola",1865,1,5
US,Menominee,"Michigan, Menominee",8148,8,8
US,Copper City,"Michigan, Houghton",185,1,5
US,Ishpeming,"Michigan, Marquette",12253,1,3
US,Watervliet,"Michigan, Berrien",1665,1,5
US,Argentine,"Michigan, Genesee",2626,2,6
US,Lowell,"Michigan, Kent",7359,7,9
US,Big Bay,"Michigan, Marquette",160,1,0
US,Westland,"Michigan, Wayne",81747,8,7
US,Oxford,"Michigan, Oakland",3545,3,5
US,Alanson,"Michigan, Emmet",753,7,3
US,Wixom,"Michigan, Oakland",13831,1,1
US,Edwardsburg,"Michigan, Cass",1226,1,6
US,Portland,"Michigan, Ionia",5070,5,0
US,Hart,"Michigan, Oceana",2529,2,9
US,Perry,"Michigan, Shiawassee",4108,4,8
US,Quincy,"Michigan, Branch",1615,1,5
US,Forestville,"Michigan, Sanilac",128,1,8
US,Douglas,"Michigan, Allegan",2747,2,7
US,Wolverine,"Michigan, Cheboygan",235,2,5
US,Fountain,"Michigan, Mason",196,1,6
US,Lawrence,"Michigan, Van Buren",974,9,4
US,Yale,"Michigan, St. Clair",1891,1,1
US,Port Huron,"Michigan, St. Clair",83841,8,1
US,McBain,"Michigan, Missaukee",655,6,5
US,Belleville,"Michigan, Wayne",3869,3,9
US,Prudenville,"Michigan, Roscommon",1776,1,6
US,Swartz Creek,"Michigan, Genesee",5512,5,2
US,Mount Pleasant,"Michigan, Isabella",37206,3,6
US,Sandusky,"Michigan, Sanilac",2625,2,5
US,West Branch,"Michigan, Ogemaw",2061,2,1
US,Gibraltar,"Michigan, Wayne",4495,4,5
US,Sand Lake,"Michigan, Kent",528,5,8
US,Edmore,"Michigan, Montcalm",1196,1,6
US,Houghton,"Michigan, Houghton",15812,1,2
US,Middleville,"Michigan, Barry",3334,3,4
US,South Lyon,"Michigan, Oakland",123850,1,0
US,Coopersville,"Michigan, Ottawa",4038,4,8
US,Prescott,"Michigan, Ogemaw",257,2,7
US,Charlotte,"Michigan, Eaton",12657,1,7
US,New Baltimore,"Michigan, Macomb",12380,1,0
US,Copemish,"Michigan, Manistee",191,1,1
US,Rochester,"Michigan, Oakland",13029,1,9
US,Sherwood,"Michigan, Branch",302,3,2
US,Grand Rapids,"Michigan, Kent",602694,6,4
US,Kaleva,"Michigan, Manistee",462,4,2
US,St. Helen,"Michigan, Roscommon",2786,2,6
US,Mount Morris,"Michigan, Genesee",2883,2,3
US,Brooklyn,"Michigan, Jackson",2731,2,1
US,Alpha,"Michigan, Iron",135,1,5
US,North Muskegon,"Michigan, Muskegon",3795,3,5
US,Woodhaven,"Michigan, Wayne",12486,1,6
US,Belding,"Michigan, Ionia",5769,5,9
US,Lambertville,"Michigan, Monroe",9386,9,6
US,Howard City,"Michigan, Montcalm",1824,1,4
US,L'Anse,"Michigan, Baraga",1899,1,9
US,Leland,"Michigan, Leelanau",347,3,7
US,Wayne,"Michigan, Wayne",16947,1,7
US,Shepherd,"Michigan, Isabella",1504,1,4
US,Whitehall,"Michigan, Muskegon",10690,1,0
US,Hersey,"Michigan, Osceola",349,3,9
US,Kalamazoo,"Michigan, Kalamazoo",214083,2,3
US,Carp Lake,"Michigan, Emmet",478,4,8
US,Byron,"Michigan, Shiawassee",557,5,7
US,Leslie,"Michigan, Ingham",1884,1,4
US,Baldwin,"Michigan, Lake",1192,1,2
US,Nashville,"Michigan, Barry",1655,1,5
US,Berkley,"Michigan, Oakland",15331,1,1
US,Cutlerville,"Michigan, Kent",15712,1,2
US,Ironwood,"Michigan, Gogebic",6582,6,2
US,Negaunee,"Michigan, Marquette",4556,4,6
US,Beal City,"Michigan, Isabella",408,4,8
US,Niles,"Michigan, Berrien",11208,1,8
US,Pilgrim,"Michigan, Benzie",52,5,2
US,Amasa,"Michigan, Iron",253,2,3
US,Free Soil,"Michigan, Mason",146,1,6
US,Custer,"Michigan, Mason",286,2,6
US,Monroe,"Michigan, Monroe",49115,4,5
US,Saline,"Michigan, Washtenaw",9291,9,1
US,Loomis,"Michigan, Isabella",165,1,5
US,Shoreham,"Michigan, Berrien",844,8,4
US,Casnovia,"Michigan, Kent",322,3,2
US,Eastpointe,"Michigan, Macomb",32511,3,1
US,Shelby,"Michigan, Oceana",2023,2,3
US,Maple Rapids,"Michigan, Clinton",677,6,7
US,Newaygo,"Michigan, Newaygo",3435,3,5
US,Hastings,"Michigan, Barry",7673,7,3
US,Bancroft,"Michigan, Shiawassee",500,5,0
US,Lincoln Park,"Michigan, Wayne",36655,3,5
US,Boyne City,"Michigan, Charlevoix",3506,3,6
US,Gobles,"Michigan, Van Buren",800,8,0
US,Sparta,"Michigan, Kent",4245,4,5
US,Wayland,"Michigan, Allegan",4692,4,2
US,Presque Isle Harbor,"Michigan, Presque Isle",618,6,8
US,Gaylord,"Michigan, Otsego",8393,8,3
US,Muskegon Heights,"Michigan, Muskegon",10735,1,5
US,Fremont,"Michigan, Newaygo",4422,4,2
US,Parma,"Michigan, Jackson",748,7,8
US,Saginaw,"Michigan, Saginaw",119336,1,6
US,Lake Angelus,"Michigan, Oakland",308,3,8
US,Howell,"Michigan, Livingston",9524,9,4
US,Rochester Hills,"Michigan, Oakland",74205,7,5
US,Daggett,"Michigan, Menominee",248,2,8
US,Attica,"Michigan, Lapeer",566,5,6
US,Caspian,"Michigan, Iron",851,8,1
US,Watersmeet,"Michigan, Gogebic",418,4,8
US,Marine City,"Michigan, St. Clair",4102,4,2
US,Bendon,"Michigan, Benzie",192,1,2
US,Palmer,"Michigan, Marquette",436,4,6
US,Allendale,"Michigan, Ottawa",20080,2,0
US,Beaverton,"Michigan, Gladwin",1050,1,0
US,Robin Glen-Indiantown,"Michigan, Saginaw",921,9,1
US,Lake City,"Michigan, Missaukee",836,8,6
US,Clinton,"Michigan, Lenawee",2287,2,7
US,Britton,"Michigan, Lenawee",567,5,7
US,Kent City,"Michigan, Kent",1141,1,1
US,Spring Lake,"Michigan, Ottawa",2500,2,0
US,Kalkaska,"Michigan, Kalkaska",2723,2,3
US,Vineyard Lake,"Michigan, Jackson",710,7,0
US,Benton Harbor,"Michigan, Berrien",59939,5,9
US,K. I. Sawyer,"Michigan, Marquette",3255,3,5
US,Chelsea,"Michigan, Washtenaw",5615,5,5
US,Omena,"Michigan, Leelanau",208,2,8
US,Brethren,"Michigan, Manistee",447,4,7
US,South Boardman,"Michigan, Kalkaska",524,5,4
US,Twin Lake,"Michigan, Muskegon",1845,1,5
US,Bloomfield Hills,"Michigan, Oakland",3990,3,0
US,Northport,"Michigan, Leelanau",523,5,3
US,Grand Ledge,"Michigan, Eaton",7802,7,2
US,Lake Leelanau,"Michigan, Leelanau",165,1,5
US,Hanover,"Michigan, Jackson",431,4,1
US,Manistee Lake,"Michigan, Kalkaska",485,4,5
US,Walker,"Michigan, Kent",24822,2,2
US,Albion,"Michigan, Calhoun",8865,8,5
US,Eagle River,"Michigan, Keweenaw",83,8,3
US,Westwood,"Michigan, Kalamazoo",9405,9,5
US,Ironton,"Michigan, Charlevoix",156,1,6
US,Allegan,"Michigan, Allegan",6380,6,0
US,Garden,"Michigan, Delta",214,2,4
US,Alden,"Michigan, Antrim",95,9,5
US,Lakes of the North,"Michigan, Antrim",846,8,6
US,Hamtramck,"Michigan, Wayne",21752,2,2
US,Grosse Pointe Park,"Michigan, Wayne",11125,1,5
US,Webberville,"Michigan, Ingham",1299,1,9
US,Stevensville,"Michigan, Berrien",1135,1,5
US,Hudsonville,"Michigan, Ottawa",7323,7,3
US,New Buffalo,"Michigan, Berrien",1876,1,6
US,Byron Center,"Michigan, Kent",6751,6,1
US,Eagle Harbor,"Michigan, Keweenaw",98,9,8
US,Richmond,"Michigan, Macomb",6319,6,9
US,Stockbridge,"Michigan, Ingham",1235,1,5
US,Saranac,"Michigan, Ionia",1324,1,4
US,Litchfield,"Michigan, Hillsdale",1340,1,0
US,Honor,"Michigan, Benzie",326,3,6
US,Clare,"Michigan, Clare",5501,5,1
US,Grosse Pointe Woods,"Michigan, Wayne",15560,1,0
US,Hudson,"Michigan, Lenawee",2231,2,1
US,Maple City,"Michigan, Leelanau",99,9,9
US,Hubbell,"Michigan, Houghton",1002,1,2
US,Minden City,"Michigan, Sanilac",184,1,4
US,Sylvan Lake,"Michigan, Oakland",1846,1,6
US,Saugatuck,"Michigan, Allegan",978,9,8
US,Farwell,"Michigan, Clare",865,8,5
US,Michigan Center,"Michigan, Jackson",4707,4,7
US,Comstock Northwest,"Michigan, Kalamazoo",5957,5,7
US,Spring Arbor,"Michigan, Jackson",2745,2,5
US,Big Rapids,"Michigan, Mecosta",13941,1,1
US,Oak Hill,"Michigan, Manistee",786,7,6
US,Portage,"Michigan, Kalamazoo",48816,4,6
US,St. Clair Shores,"Michigan, Macomb",59635,5,5
US,Stony Point,"Michigan, Monroe",1254,1,4
US,Roscommon,"Michigan, Roscommon",1053,1,3
US,Pewamo,"Michigan, Ionia",470,4,0
US,Crystal Mountain,"Michigan, Benzie",61,6,1
US,Shorewood-Tower Hills-Harbert,"Michigan, Berrien",1505,1,5
US,Eau Claire,"Michigan, Berrien",606,6,6
US,Warren,"Michigan, Macomb",135022,1,2
US,Cross Village,"Michigan, Emmet",86,8,6
US,Conway,"Michigan, Emmet",211,2,1
US,Union City,"Michigan, Branch",1568,1,8
US,Chums Corner,"Michigan, Grand Traverse",1303,1,3
US,Grayling,"Michigan, Crawford",3772,3,2
US,Harper Woods,"Michigan, Wayne",13743,1,3
